State,Cause Name,Year,Deaths,Age-adjusted Death Rate
Delaware,Alzheimer's disease,2009,163,16.9
District of Columbia,Alzheimer's disease,2009,94,15.7
Florida,Alzheimer's disease,2009,4617,17.6
Georgia,Alzheimer's disease,2009,1865,25.9
Hawaii,Alzheimer's disease,2009,253,14.8
Idaho,Alzheimer's disease,2009,369,24.7
Illinois,Alzheimer's disease,2009,2891,21.0
Indiana,Alzheimer's disease,2009,1884,27.4
Iowa,Alzheimer's disease,2009,1265,29.9
Kansas,Alzheimer's disease,2009,802,23.9
Kentucky,Alzheimer's disease,2009,1345,31.3
Louisiana,Alzheimer's disease,2009,1336,32.3
Maine,Alzheimer's disease,2009,466,26.9
Maryland,Alzheimer's disease,2009,937,16.3
Massachusetts,Alzheimer's disease,2009,1700,20.6
Michigan,Alzheimer's disease,2009,2578,22.9
Minnesota,Alzheimer's disease,2009,1358,22.2
New Hampshire,All causes,2007,10303,733.2
Mississippi,Alzheimer's disease,2009,900,32.1
Missouri,Alzheimer's disease,2009,1728,25.5
Montana,Alzheimer's disease,2009,256,21.6
Nebraska,Alzheimer's disease,2009,573,25.6
Nevada,Alzheimer's disease,2009,312,15.5
New Hampshire,Alzheimer's disease,2009,367,25.0
New Jersey,Alzheimer's disease,2009,1872,17.9
New Mexico,Alzheimer's disease,2009,373,18.6
New York,Alzheimer's disease,2009,2396,10.5
North Carolina,Alzheimer's disease,2009,2646,29.2
North Dakota,Alzheimer's disease,2009,366,39.0
Ohio,Alzheimer's disease,2009,3879,28.5
Oklahoma,Alzheimer's disease,2009,993,25.8
Oregon,Alzheimer's disease,2009,1212,27.3
Pennsylvania,Alzheimer's disease,2009,3547,20.0
Rhode Island,Alzheimer's disease,2009,321,21.7
South Carolina,Alzheimer's disease,2009,1478,33.4
South Dakota,Alzheimer's disease,2009,403,36.8
Tennessee,Alzheimer's disease,2009,2203,35.4
Texas,Alzheimer's disease,2009,5064,26.6
United States,Alzheimer's disease,2009,79003,24.2
Utah,Alzheimer's disease,2009,371,19.6
Vermont,Alzheimer's disease,2009,190,25.5
Virginia,Alzheimer's disease,2009,1738,23.5
Washington,Alzheimer's disease,2009,3010,44.6
West Virginia,Alzheimer's disease,2009,563,24.9
Wisconsin,Alzheimer's disease,2009,1611,23.3
Wyoming,Alzheimer's disease,2009,136,25.8
Alabama,Stroke,2009,2675,53.6
Alaska,Stroke,2009,162,41.8
Arizona,Stroke,2009,2072,31.7
Arkansas,Stroke,2009,1694,52.9
California,Stroke,2009,13506,38.5
Colorado,Stroke,2009,1532,35.2
Connecticut,Stroke,2009,1460,32.4
Delaware,Stroke,2009,415,42.5
District of Columbia,Stroke,2009,199,34.6
Florida,Stroke,2009,8395,33.2
Georgia,Stroke,2009,3732,46.9
Hawaii,Stroke,2009,671,41.0
Idaho,Stroke,2009,627,41.6
Illinois,Stroke,2009,5258,39.0
Indiana,Stroke,2009,3004,44.0
Iowa,Stroke,2009,1635,41.2
Kansas,Stroke,2009,1416,43.2
Kentucky,Stroke,2009,2064,46.4
Louisiana,Stroke,2009,2061,47.4
Maine,Stroke,2009,647,38.0
Maryland,Stroke,2009,2288,39.4
New Jersey,All causes,2007,69662,726.9
Massachusetts,Stroke,2009,2579,32.5
Michigan,Stroke,2009,4435,39.8
Minnesota,Stroke,2009,2033,34.4
Mississippi,Stroke,2009,1436,48.8
Missouri,Stroke,2009,3017,44.9
Montana,Stroke,2009,462,39.5
Nebraska,Stroke,2009,857,40.1
Nevada,Stroke,2009,859,36.9
New Hampshire,Stroke,2009,499,34.1
New Jersey,Stroke,2009,3265,32.6
New Mexico,Stroke,2009,726,35.2
New York,Stroke,2009,5950,27.0
North Carolina,Stroke,2009,4442,47.2
North Dakota,Stroke,2009,337,38.2
Ohio,Stroke,2009,5576,41.8
Oklahoma,Stroke,2009,1961,50.1
Oregon,Stroke,2009,1912,43.5
Pennsylvania,Stroke,2009,6842,40.7
Rhode Island,Stroke,2009,429,31.4
South Carolina,Stroke,2009,2400,51.3
South Dakota,Stroke,2009,418,40.2
Tennessee,Stroke,2009,3156,48.7
Texas,Stroke,2009,9137,45.2
United States,Stroke,2009,128842,39.6
Utah,Stroke,2009,738,37.6
Vermont,Stroke,2009,221,29.7
Virginia,Stroke,2009,3244,42.5
Washington,Stroke,2009,2591,38.6
West Virginia,Stroke,2009,1073,46.7
Wisconsin,Stroke,2009,2501,37.7
Wyoming,Stroke,2009,233,42.6
Alabama,CLRD,2009,2770,54.2
Alaska,CLRD,2009,196,49.7
Arizona,CLRD,2009,2839,42.7
Arkansas,CLRD,2009,1831,56.2
California,CLRD,2009,12936,37.5
Colorado,CLRD,2009,2073,47.8
Connecticut,CLRD,2009,1448,33.5
Delaware,CLRD,2009,428,43.4
District of Columbia,CLRD,2009,136,24.5
Florida,CLRD,2009,10182,40.3
Georgia,CLRD,2009,3736,46.7
Hawaii,CLRD,2009,303,19.1
Idaho,CLRD,2009,725,48.2
Illinois,CLRD,2009,5299,40.3
Indiana,CLRD,2009,3745,55.5
Iowa,CLRD,2009,1832,48.7
Kansas,CLRD,2009,1580,50.6
Kentucky,CLRD,2009,2854,62.2
Louisiana,CLRD,2009,1878,42.7
Maine,CLRD,2009,821,48.6
Maryland,CLRD,2009,2064,36.3
Massachusetts,CLRD,2009,2559,33.8
Michigan,CLRD,2009,4961,45.0
Minnesota,CLRD,2009,1961,34.8
Mississippi,CLRD,2009,1556,52.7
Missouri,CLRD,2009,3456,51.9
Montana,CLRD,2009,598,51.6
Nebraska,CLRD,2009,987,48.3
Nevada,CLRD,2009,1244,53.3
New Hampshire,CLRD,2009,652,45.6
New Jersey,CLRD,2009,3125,31.8
New Mexico,CLRD,2009,984,47.1
New York,CLRD,2009,6740,31.4
North Carolina,CLRD,2009,4329,45.4
North Dakota,CLRD,2009,341,41.6
Ohio,CLRD,2009,6642,50.4
Oklahoma,CLRD,2009,2595,65.1
Oregon,CLRD,2009,1943,45.3
Pennsylvania,CLRD,2009,6432,39.6
Rhode Island,CLRD,2009,511,39.8
South Carolina,CLRD,2009,2317,48.2
South Dakota,CLRD,2009,440,44.9
Tennessee,CLRD,2009,3503,52.9
Texas,CLRD,2009,8649,42.6
New Mexico,All causes,2007,15482,778.6
United States,CLRD,2009,137353,42.7
Utah,CLRD,2009,581,29.5
Vermont,CLRD,2009,364,49.3
Virginia,CLRD,2009,3013,39.6
Washington,CLRD,2009,2933,44.3
West Virginia,CLRD,2009,1490,63.9
Wisconsin,CLRD,2009,2461,38.5
Wyoming,CLRD,2009,310,57.2
Alabama,Diabetes,2009,1259,24.4
Alaska,Diabetes,2009,84,18.1
Arizona,Diabetes,2009,1083,16.2
Arkansas,Diabetes,2009,890,27.4
California,Diabetes,2009,6979,19.8
Colorado,Diabetes,2009,779,17.2
Connecticut,Diabetes,2009,624,14.5
Delaware,Diabetes,2009,206,20.8
New York,All causes,2007,147680,698.9
District of Columbia,Diabetes,2009,129,22.5
Florida,Diabetes,2009,4901,20.0
Georgia,Diabetes,2009,1582,18.7
Hawaii,Diabetes,2009,308,19.5
Idaho,Diabetes,2009,372,24.3
Illinois,Diabetes,2009,2741,20.6
Indiana,Diabetes,2009,1646,24.1
Iowa,Diabetes,2009,702,18.7
Kansas,Diabetes,2009,635,20.3
Kentucky,Diabetes,2009,1348,29.3
Louisiana,Diabetes,2009,1249,27.8
Maine,Diabetes,2009,350,20.7
Maryland,Diabetes,2009,1207,20.6
Massachusetts,Diabetes,2009,1007,13.3
Michigan,Diabetes,2009,2705,24.4
Minnesota,Diabetes,2009,1021,17.7
Mississippi,Diabetes,2009,900,29.7
Missouri,Diabetes,2009,1335,19.8
Montana,Diabetes,2009,228,19.4
Nebraska,Diabetes,2009,445,21.8
Nevada,Diabetes,2009,377,15.5
New Hampshire,Diabetes,2009,276,18.7
New Jersey,Diabetes,2009,1959,19.9
New Mexico,Diabetes,2009,597,28.3
New York,Diabetes,2009,3723,17.3
North Carolina,Diabetes,2009,2114,21.5
North Dakota,Diabetes,2009,214,25.4
Ohio,Diabetes,2009,3401,25.7
Oklahoma,Diabetes,2009,1146,28.7
Oregon,Diabetes,2009,1073,24.8
Pennsylvania,Diabetes,2009,3254,20.3
Rhode Island,Diabetes,2009,213,16.6
South Carolina,Diabetes,2009,1128,23.1
South Dakota,Diabetes,2009,202,21.1
Tennessee,Diabetes,2009,1759,26.2
Texas,Diabetes,2009,4873,22.8
United States,Diabetes,2009,68705,21.1
Utah,Diabetes,2009,463,22.6
Vermont,Diabetes,2009,143,19.2
Virginia,Diabetes,2009,1560,19.5
Washington,Diabetes,2009,1554,22.8
West Virginia,Diabetes,2009,746,32.0
Wisconsin,Diabetes,2009,1110,17.2
Wyoming,Diabetes,2009,105,18.1
Alabama,Heart disease,2009,12021,238.0
Alaska,Heart disease,2009,714,158.9
Arizona,Heart disease,2009,10273,155.7
Arkansas,Heart disease,2009,7295,226.1
California,Heart disease,2009,59206,166.9
Colorado,Heart disease,2009,6093,136.5
Connecticut,Heart disease,2009,7105,157.7
Delaware,Heart disease,2009,1796,182.3
District of Columbia,Heart disease,2009,1288,224.1
Florida,Heart disease,2009,41274,163.8
Georgia,Heart disease,2009,16165,198.5
Hawaii,Heart disease,2009,2363,146.6
Idaho,Heart disease,2009,2398,155.7
Illinois,Heart disease,2009,24931,184.0
Indiana,Heart disease,2009,13509,196.7
Iowa,Heart disease,2009,6938,176.1
Kansas,Heart disease,2009,5294,163.0
Kentucky,Heart disease,2009,9728,214.3
Louisiana,Heart disease,2009,10169,229.9
Maine,Heart disease,2009,2674,156.4
Maryland,Heart disease,2009,11210,190.8
Massachusetts,Heart disease,2009,12322,156.1
Michigan,Heart disease,2009,23099,205.5
Minnesota,Heart disease,2009,7238,122.1
Mississippi,Heart disease,2009,7530,253.8
Missouri,Heart disease,2009,13916,206.1
Montana,Heart disease,2009,1832,154.3
Nebraska,Heart disease,2009,3277,153.2
Nevada,Heart disease,2009,4687,194.7
New Hampshire,Heart disease,2009,2268,153.4
New Jersey,Heart disease,2009,18086,178.6
New Mexico,Heart disease,2009,3214,153.6
New York,Heart disease,2009,47283,213.2
North Carolina,Heart disease,2009,17203,179.7
North Dakota,Heart disease,2009,1431,165.8
Ohio,Heart disease,2009,25453,190.0
Oklahoma,Heart disease,2009,9202,232.6
Oregon,Heart disease,2009,6262,141.2
Pennsylvania,Heart disease,2009,32297,193.8
Rhode Island,Heart disease,2009,2411,173.8
South Carolina,Heart disease,2009,9068,189.5
South Dakota,Heart disease,2009,1778,173.3
Tennessee,Heart disease,2009,14257,216.5
Texas,Heart disease,2009,38077,184.1
United States,Heart disease,2009,599413,182.8
Utah,Heart disease,2009,2813,142.2
Vermont,Heart disease,2009,1171,156.1
Virginia,Heart disease,2009,13397,172.0
Washington,Heart disease,2009,10561,153.9
West Virginia,Heart disease,2009,5038,219.6
Wisconsin,Heart disease,2009,10834,163.1
Wyoming,Heart disease,2009,964,172.1
Alabama,Influenza and pneumonia,2009,952,19.2
Alaska,Influenza and pneumonia,2009,51,12.5
Arizona,Influenza and pneumonia,2009,1058,16.2
Arkansas,Influenza and pneumonia,2009,705,22.1
North Carolina,All causes,2007,76046,838.5
California,Influenza and pneumonia,2009,6394,18.1
Colorado,Influenza and pneumonia,2009,658,14.8
Connecticut,Influenza and pneumonia,2009,696,15.4
Delaware,Influenza and pneumonia,2009,132,13.5
District of Columbia,Influenza and pneumonia,2009,73,12.4
Florida,Influenza and pneumonia,2009,2410,9.9
Georgia,Influenza and pneumonia,2009,1500,19.2
Hawaii,Influenza and pneumonia,2009,291,17.8
Idaho,Influenza and pneumonia,2009,207,13.6
Illinois,Influenza and pneumonia,2009,2416,17.8
Indiana,Influenza and pneumonia,2009,1191,17.4
Iowa,Influenza and pneumonia,2009,661,16.6
Kansas,Influenza and pneumonia,2009,594,18.0
Kentucky,Influenza and pneumonia,2009,1018,22.9
Louisiana,Influenza and pneumonia,2009,891,20.7
Maine,Influenza and pneumonia,2009,251,14.6
Maryland,Influenza and pneumonia,2009,976,16.9
Massachusetts,Influenza and pneumonia,2009,1348,17.0
Michigan,Influenza and pneumonia,2009,1613,14.5
Minnesota,Influenza and pneumonia,2009,618,10.3
Mississippi,Influenza and pneumonia,2009,578,19.9
Missouri,Influenza and pneumonia,2009,1330,19.7
Montana,Influenza and pneumonia,2009,176,14.8
Nebraska,Influenza and pneumonia,2009,266,12.3
Nevada,Influenza and pneumonia,2009,542,23.3
New Hampshire,Influenza and pneumonia,2009,194,13.1
New Jersey,Influenza and pneumonia,2009,1309,13.0
New Mexico,Influenza and pneumonia,2009,344,16.7
New York,Influenza and pneumonia,2009,4527,20.5
North Carolina,Influenza and pneumonia,2009,1752,18.7
North Dakota,Influenza and pneumonia,2009,138,15.7
Ohio,Influenza and pneumonia,2009,2040,15.4
Oklahoma,Influenza and pneumonia,2009,879,22.6
Oregon,Influenza and pneumonia,2009,507,11.7
Pennsylvania,Influenza and pneumonia,2009,2601,15.6
Rhode Island,Influenza and pneumonia,2009,222,16.1
South Carolina,Influenza and pneumonia,2009,759,16.4
South Dakota,Influenza and pneumonia,2009,134,12.9
Tennessee,Influenza and pneumonia,2009,1390,21.6
Texas,Influenza and pneumonia,2009,3387,16.5
United States,Influenza and pneumonia,2009,53692,16.5
Utah,Influenza and pneumonia,2009,332,16.3
Vermont,Influenza and pneumonia,2009,52,7.0
Virginia,Influenza and pneumonia,2009,1237,16.3
Washington,Influenza and pneumonia,2009,728,10.6
West Virginia,Influenza and pneumonia,2009,443,19.7
Wisconsin,Influenza and pneumonia,2009,979,14.6
Wyoming,Influenza and pneumonia,2009,142,26.7
Alabama,Suicide,2009,673,13.7
Alaska,Suicide,2009,143,20.0
Arizona,Suicide,2009,1060,16.7
Arkansas,Suicide,2009,422,14.5
California,Suicide,2009,3823,10.2
Colorado,Suicide,2009,941,18.7
Connecticut,Suicide,2009,316,8.5
Delaware,Suicide,2009,107,11.7
District of Columbia,Suicide,2009,29,4.4
Florida,Suicide,2009,2858,14.4
Georgia,Suicide,2009,1134,11.9
Hawaii,Suicide,2009,175,12.5
Idaho,Suicide,2009,304,20.3
Illinois,Suicide,2009,1177,9.1
Indiana,Suicide,2009,828,12.8
Iowa,Suicide,2009,361,11.9
Kansas,Suicide,2009,382,13.6
Kentucky,Suicide,2009,592,13.5
Louisiana,Suicide,2009,490,10.9
Maine,Suicide,2009,197,14.0
Maryland,Suicide,2009,551,9.3
North Dakota,All causes,2007,5561,680.4
Massachusetts,Suicide,2009,530,7.8
Michigan,Suicide,2009,1169,11.5
Minnesota,Suicide,2009,584,10.8
Mississippi,Suicide,2009,381,13.1
Missouri,Suicide,2009,860,14.3
Montana,Suicide,2009,219,21.2
Nebraska,Suicide,2009,170,9.3
Nevada,Suicide,2009,505,18.7
New Hampshire,Suicide,2009,166,11.9
New Jersey,Suicide,2009,557,6.2
New Mexico,Suicide,2009,376,18.2
New York,Suicide,2009,1417,7.0
North Carolina,Suicide,2009,1174,12.2
North Dakota,Suicide,2009,90,13.9
Ohio,Suicide,2009,1176,10.0
Oklahoma,Suicide,2009,567,15.3
Oregon,Suicide,2009,644,16.2
Pennsylvania,Suicide,2009,1631,12.2
Rhode Island,Suicide,2009,118,10.8
South Carolina,Suicide,2009,619,13.0
South Dakota,Suicide,2009,129,16.3
Tennessee,Suicide,2009,947,14.6
Texas,Suicide,2009,2809,11.6
United States,Suicide,2009,36909,11.8
Utah,Suicide,2009,449,17.9
Vermont,Suicide,2009,87,13.0
Virginia,Suicide,2009,963,11.7
Washington,Suicide,2009,921,13.3
West Virginia,Suicide,2009,253,13.1
Wisconsin,Suicide,2009,724,12.5
Wyoming,Suicide,2009,111,20.4
Alabama,Cancer,2009,10289,196.3
Alaska,Cancer,2009,895,183.0
Arizona,Cancer,2009,10271,152.0
Arkansas,Cancer,2009,6513,198.3
California,Cancer,2009,55991,158.8
Colorado,Cancer,2009,6950,151.4
Connecticut,Cancer,2009,6819,162.8
Delaware,Cancer,2009,1813,178.7
District of Columbia,Cancer,2009,1131,197.4
Florida,Cancer,2009,40932,166.6
Georgia,Cancer,2009,15143,175.6
Hawaii,Cancer,2009,2244,141.3
Idaho,Cancer,2009,2458,158.9
Illinois,Cancer,2009,24185,181.8
Indiana,Cancer,2009,13093,190.4
Iowa,Cancer,2009,6249,170.4
Kansas,Cancer,2009,5319,171.9
Kentucky,Cancer,2009,9634,204.9
Louisiana,Cancer,2009,9098,198.6
Maine,Cancer,2009,3133,185.2
Maryland,Cancer,2009,10412,176.7
Massachusetts,Cancer,2009,13112,175.5
Michigan,Cancer,2009,20257,182.2
Minnesota,Cancer,2009,9580,168.7
Mississippi,Cancer,2009,6131,199.8
Missouri,Cancer,2009,12472,185.7
Montana,Cancer,2009,1914,163.0
Nebraska,Cancer,2009,3336,165.1
Nevada,Cancer,2009,4461,175.3
New Hampshire,Cancer,2009,2562,173.3
New Jersey,Cancer,2009,16541,169.0
New Mexico,Cancer,2009,3202,149.0
New York,Cancer,2009,35216,164.2
North Carolina,Cancer,2009,17513,176.9
North Dakota,Cancer,2009,1243,156.3
Ohio,Cancer,2009,25149,190.5
Oklahoma,Cancer,2009,7639,189.2
Oregon,Cancer,2009,7487,172.7
Pennsylvania,Cancer,2009,28881,182.5
Rhode Island,Cancer,2009,2220,174.9
South Carolina,Cancer,2009,9123,182.8
South Dakota,Cancer,2009,1503,158.7
Tennessee,Cancer,2009,13482,197.5
Texas,Cancer,2009,35591,164.4
United States,Cancer,2009,567628,173.5
Utah,Cancer,2009,2555,124.7
Vermont,Cancer,2009,1254,169.2
Virginia,Cancer,2009,14122,176.2
Washington,Cancer,2009,11922,174.9
West Virginia,Cancer,2009,4786,204.2
Wisconsin,Cancer,2009,10866,169.5
Wyoming,Cancer,2009,936,164.7
Alabama,Kidney disease,2009,1180,23.4
Alaska,Kidney disease,2009,47,12.7
Arizona,Kidney disease,2009,546,8.3
Arkansas,Kidney disease,2009,680,21.1
California,Kidney disease,2009,3033,8.6
Colorado,Kidney disease,2009,447,10.3
Connecticut,Kidney disease,2009,585,13.3
Delaware,Kidney disease,2009,176,17.7
District of Columbia,Kidney disease,2009,57,10.4
Florida,Kidney disease,2009,3050,12.2
Georgia,Kidney disease,2009,1866,23.2
Hawaii,Kidney disease,2009,225,14.2
Idaho,Kidney disease,2009,186,12.4
Illinois,Kidney disease,2009,2695,20.2
Indiana,Kidney disease,2009,1442,21.2
Iowa,Kidney disease,2009,302,7.6
Kansas,Kidney disease,2009,556,17.3
Kentucky,Kidney disease,2009,945,21.1
Louisiana,Kidney disease,2009,1160,26.6
Maine,Kidney disease,2009,272,16.3
Maryland,Kidney disease,2009,803,13.9
Massachusetts,Kidney disease,2009,1269,16.1
Michigan,Kidney disease,2009,1650,14.9
Minnesota,Kidney disease,2009,807,13.7
Mississippi,Kidney disease,2009,700,23.7
Missouri,Kidney disease,2009,1223,18.3
Montana,Kidney disease,2009,129,11.3
Nebraska,Kidney disease,2009,258,12.1
Nevada,Kidney disease,2009,446,19.0
New Hampshire,Kidney disease,2009,165,11.4
New Jersey,Kidney disease,2009,1709,17.2
New Mexico,Kidney disease,2009,274,13.2
New York,Kidney disease,2009,2426,11.1
North Carolina,Kidney disease,2009,1828,19.2
North Dakota,Kidney disease,2009,118,13.3
Ohio,Kidney disease,2009,1909,14.4
Oklahoma,Kidney disease,2009,637,16.2
Oregon,Kidney disease,2009,387,8.9
Pennsylvania,Kidney disease,2009,3054,18.4
Rhode Island,Kidney disease,2009,190,13.7
South Carolina,Kidney disease,2009,893,18.8
South Dakota,Kidney disease,2009,102,10.1
Tennessee,Kidney disease,2009,949,14.5
Texas,Kidney disease,2009,3694,17.9
United States,Kidney disease,2009,48935,15.1
Utah,Kidney disease,2009,212,10.7
Vermont,Kidney disease,2009,49,6.8
Virginia,Kidney disease,2009,1521,19.7
Washington,Kidney disease,2009,509,7.5
West Virginia,Kidney disease,2009,504,21.9
Wisconsin,Kidney disease,2009,994,15.1
Wyoming,Kidney disease,2009,76,14.0
Alabama,Unintentional injuries,2008,2509,52.5
Alaska,Unintentional injuries,2008,332,54.1
Arizona,Unintentional injuries,2008,2956,47.3
Arkansas,Unintentional injuries,2008,1477,50.6
California,Unintentional injuries,2008,10761,29.5
Colorado,Unintentional injuries,2008,2172,46.3
Connecticut,Unintentional injuries,2008,1386,35.7
Delaware,Unintentional injuries,2008,352,39.6
District of Columbia,Unintentional injuries,2008,160,27.2
Florida,Unintentional injuries,2008,8939,45.3
Georgia,Unintentional injuries,2008,3774,42.0
Hawaii,Unintentional injuries,2008,406,28.2
Idaho,Unintentional injuries,2008,649,43.2
Illinois,Unintentional injuries,2008,4218,32.6
Indiana,Unintentional injuries,2008,2558,39.5
Iowa,Unintentional injuries,2008,1266,37.8
Kansas,Unintentional injuries,2008,1174,40.0
Kentucky,Unintentional injuries,2008,2379,55.2
Louisiana,Unintentional injuries,2008,2409,54.9
Maine,Unintentional injuries,2008,628,43.4
Maryland,Unintentional injuries,2008,1465,25.6
Massachusetts,Unintentional injuries,2008,2040,29.0
Michigan,Unintentional injuries,2008,3685,35.7
Minnesota,Unintentional injuries,2008,2010,36.2
Mississippi,Unintentional injuries,2008,1693,57.8
Missouri,Unintentional injuries,2008,2997,48.9
Montana,Unintentional injuries,2008,592,59.1
Nebraska,Unintentional injuries,2008,714,37.1
Nevada,Unintentional injuries,2008,1134,44.0
New Hampshire,Unintentional injuries,2008,488,35.4
New Jersey,Unintentional injuries,2008,2436,26.7
New Mexico,Unintentional injuries,2008,1366,69.3
New York,Unintentional injuries,2008,5042,24.8
North Carolina,Unintentional injuries,2008,4313,46.4
North Dakota,Unintentional injuries,2008,342,47.2
Ohio,Unintentional injuries,2008,5093,42.3
Oklahoma,Unintentional injuries,2008,2119,57.2
Oregon,Unintentional injuries,2008,1674,41.7
Pennsylvania,Unintentional injuries,2008,5787,42.1
Rhode Island,Unintentional injuries,2008,480,40.6
South Carolina,Unintentional injuries,2008,2285,50.4
South Dakota,Unintentional injuries,2008,381,43.4
Tennessee,Unintentional injuries,2008,3250,51.5
Texas,Unintentional injuries,2008,9189,40.4
United States,Unintentional injuries,2008,121902,39.3
Utah,Unintentional injuries,2008,881,37.8
Vermont,Unintentional injuries,2008,306,44.5
Virginia,Unintentional injuries,2008,2820,36.2
Washington,Unintentional injuries,2008,2727,40.8
West Virginia,Unintentional injuries,2008,1253,65.5
Wisconsin,Unintentional injuries,2008,2484,40.8
Wyoming,Unintentional injuries,2008,351,64.3
Alabama,All causes,2008,47707,959.7
Alaska,All causes,2008,3494,761.3
Arizona,All causes,2008,45823,714.5
Arkansas,All causes,2008,29322,927.3
California,All causes,2008,234766,677.9
Colorado,All causes,2008,31274,715.8
Connecticut,All causes,2008,28794,671.9
Delaware,All causes,2008,7622,793.5
District of Columbia,All causes,2008,5140,897.6
Florida,All causes,2008,170703,718.1
Georgia,All causes,2008,69640,864.1
Hawaii,All causes,2008,9501,613.6
Idaho,All causes,2008,10962,736.8
Illinois,All causes,2008,103471,782.0
Indiana,All causes,2008,56752,843.8
Iowa,All causes,2008,28541,752.6
Kansas,All causes,2008,24975,794.3
Kentucky,All causes,2008,41329,926.7
Louisiana,All causes,2008,41220,946.0
Maine,All causes,2008,12541,759.4
Maryland,All causes,2008,43892,769.6
Massachusetts,All causes,2008,53518,706.1
Michigan,All causes,2008,88445,812.0
Minnesota,All causes,2008,38499,674.0
Mississippi,All causes,2008,28984,982.8
Missouri,All causes,2008,56578,861.3
Montana,All causes,2008,8913,788.7
Nebraska,All causes,2008,15461,751.3
Nevada,All causes,2008,19335,828.7
New Hampshire,All causes,2008,10268,715.3
New Jersey,All causes,2008,70026,718.3
New Mexico,All causes,2008,16005,788.6
New York,All causes,2008,148698,693.7
North Carolina,All causes,2008,77283,828.1
North Dakota,All causes,2008,5871,713.3
Ohio,All causes,2008,109767,844.3
Oklahoma,All causes,2008,37014,956.5
Oregon,All causes,2008,31967,753.2
Pennsylvania,All causes,2008,127462,799.1
Rhode Island,All causes,2008,9738,742.9
South Carolina,All causes,2008,40289,867.0
South Dakota,All causes,2008,7083,731.9
Tennessee,All causes,2008,58820,913.4
Texas,All causes,2008,164914,803.6
United States,All causes,2008,2471984,774.9
Utah,All causes,2008,14040,703.8
Vermont,All causes,2008,5211,722.5
Virginia,All causes,2008,59100,776.7
Washington,All causes,2008,48627,734.3
West Virginia,All causes,2008,21557,964.3
Wisconsin,All causes,2008,46815,730.3
Wyoming,All causes,2008,4227,778.9
Alabama,Alzheimer's disease,2008,1518,32.1
Alaska,Alzheimer's disease,2008,80,27.0
Arizona,Alzheimer's disease,2008,2099,34.0
Arkansas,Alzheimer's disease,2008,893,28.4
California,Alzheimer's disease,2008,10098,29.5
Colorado,Alzheimer's disease,2008,1353,33.4
Connecticut,Alzheimer's disease,2008,839,17.8
Delaware,Alzheimer's disease,2008,204,21.7
District of Columbia,Alzheimer's disease,2008,132,22.5
Florida,Alzheimer's disease,2008,4743,18.6
Georgia,Alzheimer's disease,2008,1929,27.5
Hawaii,Alzheimer's disease,2008,218,13.3
Idaho,Alzheimer's disease,2008,393,27.2
Illinois,Alzheimer's disease,2008,3192,23.6
Indiana,Alzheimer's disease,2008,1971,29.3
Iowa,Alzheimer's disease,2008,1332,31.5
Kansas,Alzheimer's disease,2008,961,28.8
Kentucky,Alzheimer's disease,2008,1370,32.3
Louisiana,Alzheimer's disease,2008,1361,33.4
Maine,Alzheimer's disease,2008,450,26.3
Maryland,Alzheimer's disease,2008,1016,18.2
Massachusetts,Alzheimer's disease,2008,1832,22.5
Michigan,Alzheimer's disease,2008,2739,24.8
Minnesota,Alzheimer's disease,2008,1344,22.3
Mississippi,Alzheimer's disease,2008,916,32.9
Missouri,Alzheimer's disease,2008,2010,30.0
Montana,Alzheimer's disease,2008,294,25.4
Nebraska,Alzheimer's disease,2008,610,27.3
Nevada,Alzheimer's disease,2008,279,14.5
New Hampshire,Alzheimer's disease,2008,393,27.4
New Jersey,Alzheimer's disease,2008,1857,18.2
New Mexico,Alzheimer's disease,2008,366,19.0
New York,Alzheimer's disease,2008,2303,10.3
North Carolina,Alzheimer's disease,2008,2624,29.8
North Dakota,Alzheimer's disease,2008,312,33.1
Ohio,Alzheimer's disease,2008,4285,32.0
Oklahoma,Alzheimer's disease,2008,1061,28.0
Oregon,Alzheimer's disease,2008,1302,29.8
Pennsylvania,Alzheimer's disease,2008,3863,22.1
Rhode Island,Alzheimer's disease,2008,359,24.4
South Carolina,Alzheimer's disease,2008,1492,34.7
South Dakota,Alzheimer's disease,2008,402,37.4
Tennessee,Alzheimer's disease,2008,2423,39.9
Texas,Alzheimer's disease,2008,5280,28.6
United States,Alzheimer's disease,2008,82435,25.8
Utah,Alzheimer's disease,2008,409,22.5
Vermont,Alzheimer's disease,2008,218,29.8
Virginia,Alzheimer's disease,2008,1763,24.6
Washington,Alzheimer's disease,2008,3105,47.1
West Virginia,Alzheimer's disease,2008,662,29.7
Wisconsin,Alzheimer's disease,2008,1655,24.4
Wyoming,Alzheimer's disease,2008,125,24.3
Alabama,Stroke,2008,2863,58.2
Alaska,Stroke,2008,172,44.5
Arizona,Stroke,2008,2147,33.9
Arkansas,Stroke,2008,1722,54.4
California,Stroke,2008,14048,41.2
Colorado,Stroke,2008,1565,37.4
Connecticut,Stroke,2008,1433,32.0
Delaware,Stroke,2008,365,37.9
District of Columbia,Stroke,2008,222,38.5
Florida,Stroke,2008,8589,34.8
Georgia,Stroke,2008,3805,49.5
Hawaii,Stroke,2008,642,40.7
Idaho,Stroke,2008,609,41.6
Illinois,Stroke,2008,5788,43.4
Indiana,Stroke,2008,3114,46.2
Iowa,Stroke,2008,1732,43.6
Kansas,Stroke,2008,1574,48.6
